0.00,0.00
0.01,0.1
0.02,0.20
0.03,0.3
0.04,0.40
0.05,0.5
0.06,0.60
0.07,0.7
0.08,0.80
0.09,0.9
0.10,1.00
0.11,1.1
0.12,1.20
0.13,1.3
0.14,1.40
0.15,1.5
0.16,1.60
0.17,1.7
0.18,1.80
0.19,1.9
0.20,2.00
0.21,2.10
0.22,2.2
0.23,2.30
0.24,2.4
0.25,2.50
0.26,2.6
0.27,2.70
0.28,2.8
0.29,2.90
0.3,3
0.31,3.10
0.32,3.2
0.33,3.30
0.34,3.4
0.35,3.50
0.36,3.6
0.37,3.70
0.38,3.8
0.39,3.90
0.4,4
0.41,4.10
0.42,4.20
0.43,4.3
0.44,4.40
0.45,4.5
0.46,4.60
0.47,4.7
0.48,4.80
0.49,4.9
0.50,5.00
0.51,5.1
0.52,5.20
0.53,5.3
0.54,5.40
0.55,5.5
0.56,5.60
0.57,5.7
0.58,5.80
0.59,5.9
0.60,6.00
0.61,6.1
0.62,6.20
0.63,6.30
0.64,6.4
0.65,6.50
0.66,6.6
0.67,6.70
0.68,6.8
0.69,6.90
0.7,7
0.71,7.10
0.72,7.2
0.73,7.30
0.74,7.4
0.75,7.50
0.76,7.6
0.77,7.70
0.78,7.8
0.79,7.90
0.8,8
0.81,8.10
0.82,8.2
0.83,8.30
0.84,8.40
0.85,8.5
0.86,8.60
0.87,8.7
0.88,8.80
0.89,8.9
0.90,9.00
0.91,9.1
0.92,9.20
0.93,9.3
0.94,9.40
0.95,9.5
0.96,9.60
0.97,9.7
0.98,9.80
0.99,9.9
1.00,10.00
1.01,10.1
1.02,10.20
1.03,10.3
1.04,10.40
1.05,10.50
1.06,10.6
1.07,10.70
1.08,10.8
1.09,10.90
1.1,11
1.11,11.10
1.12,11.2
1.13,11.30
1.14,11.4
1.15,11.50
1.16,11.6
1.17,11.70
1.18,11.8
1.19,11.90
1.2,12
1.21,12.10
1.22,12.2
1.23,12.30
1.24,12.4
1.25,12.50
1.26,12.60
1.27,12.7
1.28,12.80
1.29,12.9
1.30,13.00
1.31,13.1
1.32,13.20
1.33,13.3
1.34,13.40
1.35,13.5
1.36,13.60
1.37,13.7
1.38,13.80
1.39,13.9
1.40,14.00
1.41,14.1
1.42,14.20
1.43,14.3
1.44,14.40
1.45,14.5
1.46,14.60
1.47,14.70
1.48,14.8
1.49,14.90
1.5,15
1.51,15.10
1.52,15.2
1.53,15.30
1.54,15.4
1.55,15.50
1.56,15.6
1.57,15.70
1.58,15.8
1.59,15.90
1.6,16
1.61,16.10
1.62,16.2
1.63,16.30
1.64,16.4
1.65,16.50
1.66,16.6
1.67,16.70
1.68,16.80
1.69,16.9
1.70,17.00
1.71,17.1
1.72,17.20
1.73,17.3
1.74,17.40
1.75,17.5
1.76,17.60
1.77,17.7
1.78,17.80
1.79,17.9
1.80,18.00
1.81,18.1
1.82,18.20
1.83,18.3
1.84,18.40
1.85,18.5
1.86,18.60
1.87,18.7
1.88,18.80
1.89,18.90
1.9,19
1.91,19.10
1.92,19.2
1.93,19.30
1.94,19.4
1.95,19.50
1.96,19.6
1.97,19.70
1.98,19.8
1.99,19.90
2,20
2.01,20.10
2.02,20.2
2.03,20.30
2.04,20.4
2.05,20.50
2.06,20.6
2.07,20.70
2.08,20.8
2.09,20.90
2.10,21.00
2.11,21.1
2.12,21.20
2.13,21.3
2.14,21.40
2.15,21.5
2.16,21.60
2.17,21.7
2.18,21.80
2.19,21.8
2.20,21.80
2.21,21.80
2.22,21.8
2.23,21.80
2.24,21.80
2.25,21.80
2.26,21.8
2.27,21.80
2.28,21.80
2.29,21.8
2.30,21.80
2.31,21.80
2.32,21.80
2.33,21.8
2.34,21.80
2.35,21.80
2.36,21.8
2.37,21.80
2.38,21.80
2.39,21.80
2.4,21.8
2.41,21.80
2.42,21.80
2.43,21.8
2.44,21.80
2.45,21.80
2.46,21.80
2.47,21.8
2.48,21.80
2.49,21.80
2.5,21.8
2.51,21.80
2.52,21.80
2.53,21.80
2.54,21.8
2.55,21.80
2.56,21.80
2.57,21.8
2.58,21.80
2.59,21.80
2.60,21.80
2.61,21.8
2.62,21.80
2.63,21.80
2.64,21.8
2.65,21.80
2.66,21.80
2.67,21.80
2.68,21.8
2.69,21.80
2.70,21.80
2.71,21.8
2.72,21.80
2.73,21.80
2.74,21.80
2.75,21.8
2.76,21.80
2.77,21.80
2.78,21.8
2.79,21.80
2.80,21.80
2.81,21.80
2.82,21.8
2.83,21.80
2.84,21.80
2.85,21.8
2.86,21.80
2.87,21.80
2.88,21.80
2.89,21.8
2.90,21.80
2.91,21.80
2.92,21.8
2.93,21.80
2.94,21.80
2.95,21.80
2.96,21.8
2.97,21.80
2.98,21.80
2.99,21.8
3.00,21.80
3.01,21.80
3.02,21.80
3.03,21.8
3.04,21.80
3.05,21.80
3.06,21.8
3.07,21.80
3.08,21.80
3.09,21.80
3.1,21.8
3.11,21.80
3.12,21.80
3.13,21.8
3.14,21.80
3.15,21.80
3.16,21.80
3.17,21.8
3.18,21.80
3.19,21.80
3.2,21.8
3.21,21.80
3.22,21.80
3.23,21.80
3.24,21.8
3.25,21.80
3.26,21.80
3.27,21.8
3.28,21.80
3.29,21.80
3.30,21.80
3.31,21.8
3.32,21.80
3.33,21.80
3.34,21.8
3.35,21.80
3.36,21.80
3.37,21.80
3.38,21.8
3.39,21.80
3.40,21.80
3.41,21.8
3.42,21.80
3.43,21.80
3.44,21.80
3.45,21.8
3.46,21.80
3.47,21.80
3.48,21.8
3.49,21.80
3.50,21.80
3.51,21.80
3.52,21.8
3.53,21.80
3.54,21.80
3.55,21.8
3.56,21.80
3.57,21.80
3.58,21.80
3.59,21.8
3.60,21.80
3.61,21.80
3.62,21.8
3.63,21.80
3.64,21.80
3.65,21.80
3.66,21.8
3.67,21.80
3.68,21.80
3.69,21.8
3.70,21.80
3.71,21.80
3.72,21.80
3.73,21.8
3.74,21.80
3.75,21.80
