0,0
0.01,-0.1
0.02,-0.2
0.03,-0.3
0.04,-0.4
0.05,-0.5
0.06,-0.6
0.07,-0.7
0.08,-0.8
0.09,-0.9
0.1,-1
0.11,-1.1
0.12,-1.2
0.13,-1.3
0.14,-1.4
0.15,-1.5
0.16,-1.6
0.17,-1.7
0.18,-1.8
0.19,-1.9
0.2,-2
0.21,-2.1
0.22,-2.2
0.23,-2.3
0.24,-2.4
0.25,-2.5
0.26,-2.6
0.27,-2.7
0.28,-2.8
0.29,-2.9
0.3,-3
0.31,-3.1
0.32,-3.2
0.33,-3.3
0.34,-3.4
0.35,-3.5
0.36,-3.6
0.37,-3.7
0.38,-3.8
0.39,-3.9
0.4,-4
0.41,-4.1
0.42,-4.2
0.43,-4.3
0.44,-4.4
0.45,-4.5
0.46,-4.6
0.47,-4.7
0.48,-4.8
0.49,-4.9
0.5,-5
0.51,-5.1
0.52,-5.2
0.53,-5.3
0.54,-5.4
0.55,-5.5
0.56,-5.6
0.57,-5.7
0.58,-5.8
0.59,-5.9
0.6,-6
0.61,-6.1
0.62,-6.2
0.63,-6.3
0.64,-6.4
0.65,-6.5
0.66,-6.6
0.67,-6.7
0.68,-6.8
0.69,-6.9
0.7,-7
0.71,-7.1
0.72,-7.2
0.73,-7.3
0.74,-7.4
0.75,-7.5
0.76,-7.6
0.77,-7.7
0.78,-7.8
0.79,-7.9
0.8,-8
0.81,-8.1
0.82,-8.2
0.83,-8.3
0.84,-8.4
0.85,-8.5
0.86,-8.6
0.87,-8.7
0.88,-8.8
0.89,-8.9
0.9,-9
0.91,-9.1
0.92,-9.2
0.93,-9.3
0.94,-9.4
0.95,-9.5
0.96,-9.6
0.97,-9.7
0.98,-9.8
0.99,-9.9
1,-10
1.01,-10.1
1.02,-10.2
1.03,-10.3
1.04,-10.4
1.05,-10.5
1.06,-10.6
1.07,-10.7
1.08,-10.8
1.09,-10.9
1.1,-11
1.11,-11.1
1.12,-11.2
1.13,-11.3
1.14,-11.4
1.15,-11.5
1.16,-11.6
1.17,-11.7
1.18,-11.8
1.19,-11.9
1.2,-12
1.21,-12.1
1.22,-12.2
1.23,-12.3
1.24,-12.4
1.25,-12.5
1.26,-12.6
1.27,-12.7
1.28,-12.8
1.29,-12.9
1.3,-13
1.31,-13.1
1.32,-13.2
1.33,-13.3
1.34,-13.4
1.35,-13.5
1.36,-13.6
1.37,-13.7
1.38,-13.8
1.39,-13.9
1.4,-14
1.41,-14.1
1.42,-14.2
1.43,-14.3
1.44,-14.4
1.45,-14.5
1.46,-14.6
1.47,-14.7
1.48,-14.8
1.49,-14.9
1.5,-15
1.51,-15.1
1.52,-15.2
1.53,-15.3
1.54,-15.4
1.55,-15.5
1.56,-15.6
1.57,-15.7
1.58,-15.8
1.59,-15.9
1.6,-16
1.61,-16.1
1.62,-16.2
1.63,-16.3
1.64,-16.4
1.65,-16.5
1.66,-16.6
1.67,-16.7
1.68,-16.8
1.69,-16.9
1.7,-17
1.71,-17.1
1.72,-17.2
1.73,-17.3
1.74,-17.4
1.75,-17.5
1.76,-17.6
1.77,-17.7
1.78,-17.8
1.79,-17.9
1.8,-18
1.81,-18.1
1.82,-18.2
1.83,-18.3
1.84,-18.4
1.85,-18.5
1.86,-18.6
1.87,-18.7
1.88,-18.8
1.89,-18.9
1.9,-19
1.91,-19.1
1.92,-19.2
1.93,-19.3
1.94,-19.4
1.95,-19.5
1.96,-19.6
1.97,-19.7
1.98,-19.8
1.99,-19.9
2,-20
2.01,-20.1
2.02,-20.2
2.03,-20.3
2.04,-20.4
2.05,-20.5
2.06,-20.6
2.07,-20.7
2.08,-20.8
2.09,-20.9
2.1,-21
2.11,-21.1
2.12,-21.2
2.13,-21.3
2.14,-21.4
2.15,-21.5
2.16,-21.6
2.17,-21.7
2.18,-21.8
2.19,-21.9
2.2,-22
2.21,-22.1
2.22,-22.2
2.23,-22.3
2.24,-22.4
2.25,-22.5
2.26,-22.6
2.27,-22.7
2.28,-22.8
2.29,-22.9
2.3,-23
2.31,-23.1
2.32,-23.2
2.33,-23.3
2.34,-23.4
2.35,-23.5
2.36,-23.6
2.37,-23.7
2.38,-23.8
2.39,-23.9
2.4,-24
2.41,-24.1
2.42,-24.2
2.43,-24.3
2.44,-24.4
2.45,-24.5
2.46,-24.6
2.47,-24.7
2.48,-24.8
2.49,-24.9
2.5,-25
2.51,-25.1
2.52,-25.2
2.53,-25.3
2.54,-25.4
2.55,-25.5
2.56,-25.6
2.57,-25.7
2.58,-25.8
2.59,-25.9
2.6,-26
2.61,-26.1
2.62,-26.2
2.63,-26.3
2.64,-26.4
2.65,-26.5
2.66,-26.6
2.67,-26.7
2.68,-26.8
2.69,-26.9
2.7,-27
2.71,-27.1
2.72,-27.2
2.73,-27.3
2.74,-27.4
2.75,-27.5
2.76,-27.6
2.77,-27.7
2.78,-27.8
2.79,-27.9
2.8,-28
2.81,-28.1
2.82,-28.2
2.83,-28.3
2.84,-28.4
2.85,-28.5
2.86,-28.6
2.87,-28.7
2.88,-28.8
2.89,-28.9
2.9,-29
2.91,-29.1
2.92,-29.2
2.93,-29.3
2.94,-29.4
2.95,-29.5
2.96,-29.6
2.97,-29.7
2.98,-29.8
2.99,-29.9
3,-30
3.01,-30.1
3.02,-30.2
3.03,-30.3
3.04,-30.4
3.05,-30.5
3.06,-30.6
3.07,-30.7
3.08,-30.8
3.09,-30.9
3.1,-31
3.11,-31.1
3.12,-31.2
3.13,-31.3
3.14,-31.4
3.15,-31.5
3.16,-31.6
3.17,-31.7
3.18,-31.8
3.19,-31.9
3.2,-32
3.21,-32.1
3.22,-32.2
3.23,-32.3
3.24,-32.4
3.25,-32.5
3.26,-32.6
3.27,-32.7
3.28,-32.8
3.29,-32.9
3.3,-33
3.31,-33.1
3.32,-33.2
3.33,-33.3
3.34,-33.4
3.35,-33.5
3.36,-33.6
3.37,-33.7
3.38,-33.8
3.39,-33.9
3.4,-34
3.41,-34.1
3.42,-34.2
3.43,-34.3
3.44,-34.4
3.45,-34.5
3.46,-34.6
3.47,-34.7
3.48,-34.8
3.49,-34.9
3.5,-35
